filename,num_point,pore_depth,area_top,area_bottom,max_depth_top,max_depth_bottom
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.05_depth_1.dxf,20,0.05,0.1319962484735485,0.13780525121488926,0.04889986456095978,0.2507693639192715
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.05_depth_2.dxf,20,0.05,0.13341110852872365,0.13623485711473723,0.04511386755732255,0.25094592502389634
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.05_depth_3.dxf,20,0.05,0.13717536432543656,0.1328002889068953,0.04917056170534649,0.25343976198346435
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.05_depth_4.dxf,20,0.05,0.13724600484008925,0.13227769366588496,0.04979834704749636,0.2522862592840126
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.05_depth_5.dxf,20,0.05,0.14027754376390125,0.1299745943480247,0.049194533722364125,0.2514878554436829
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.05_depth_6.dxf,20,0.05,0.13273265334864423,0.13693817837454644,0.048186139519179626,0.2523801147034612
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.05_depth_7.dxf,20,0.05,0.1357630014750456,0.13416382386070355,0.04835697320876692,0.2517872980379987
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.05_depth_8.dxf,20,0.05,0.13436392587701748,0.13526203109079085,0.04816005843132536,0.2533903500001793
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.05_depth_9.dxf,20,0.05,0.1369656540789653,0.13271075373731275,0.04846466733431367,0.2506946661405223
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.05_depth_0.dxf,20,0.05,0.1359957291682263,0.1341887158542714,0.049362790497805495,0.25477150975442897
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_10_pts_0.06_depth_1.dxf,10,0.06,0.13568056788459557,0.13463653484974822,0.0574028292944481,0.24097584539624253
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_10_pts_0.06_depth_2.dxf,10,0.06,0.13581933908718563,0.13370981494404213,0.05786840015295325,0.24575476682604092
