##Thermal_diffusivity

##General_information
#Database,set3.mdb
#Instrument,#LFA_467
#Identity,graphite putty set 3
#Date,2022-12-12
#Material,P2 - C
#Ref_temperature /�C,20.0
#Ref_density /(g/cm^3),1.000
#Sample,P2
#Type,#Single_layer
#Sample position,C
#Spotsize,2.8
#Filter,0
#Thickness_RT/mm,2.8500
#Diameter/mm,9.800
#Sensor,InSb (HT)
#Operator,MJA
#Remark_mment,---
#Cp_table,Cp_const
#Expansion_table,dL_const
#CalcCode,Standard + p.c./l/0-0-0
#MFC_Purge2_Gas,ARGON
#MFC_Protective_Gas,ARGON
,

##Results
#Shot_number,#Temperature/C,#Model,#Diffusivity/(mm^2/s),#Uncertainty/%,#Laser_voltage/V,#Pulse_width/ms,#Half_time,#T_Infin,#Ampl_gain,#Pulse_integr
138,920.0,Standard + p.c.(l),4.480,0.6,250.0,0.60,233.1,6.897,2648388.9,1.871
#Mean,920.0,,4.514,,,,,,,
#Std_Dev,0.0,,0.033,,,,,,,
139,940.0,Standard + p.c.(l),4.530,0.9,250.0,0.60,233.7,7.16,2648388.9,2.001
140,940.0,Standard + p.c.(l),4.509,0.7,250.0,0.60,233.4,7.054,2648388.9,1.893
141,940.0,Standard + p.c.(l),4.524,0.8,250.0,0.60,233.2,7.145,2648388.9,2.047
#Mean,940.0,,4.521,,,,,,,
#Std_Dev,0.0,,0.011,,,,,,,
142,960.0,Standard + p.c.(l),4.555,0.6,250.0,0.60,228.4,7.163,2648388.9,1.876
143,960.0,Standard + p.c.(l),4.558,0.6,250.0,0.60,228.9,7.086,2648388.9,1.883
144,960.0,Standard + p.c.(l),4.551,0.6,250.0,0.60,227.8,7.229,2648388.9,2.013
#Mean,960.0,,4.554,,,,,,,
#Std_Dev,0.0,,0.004,,,,,,,
145,980.0,Standard + p.c.(l),4.689,0.7,250.0,0.60,224.0,7.37,2648388.9,1.895
146,980.0,Standard + p.c.(l),4.663,0.6,250.0,0.60,224.1,7.33,2648388.9,1.978
147,980.0,Standard + p.c.(l),4.636,0.6,250.0,0.60,224.4,7.306,2648388.9,1.871
#Mean,980.0,,4.662,,,,,,,
#Std_Dev,0.0,,0.027,,,,,,,
148,1000.0,Standard + p.c.(l),4.706,0.6,250.0,0.60,221.0,7.392,2648388.9,2.018
149,1000.0,Standard + p.c.(l),4.670,0.6,250.0,0.60,222.3,7.386,2648388.9,1.877
150,1000.0,Standard + p.c.(l),4.665,0.6,250.0,0.60,223.4,7.232,2648388.9,1.893
#Mean,1000.0,,4.680,,,,,,,
#Std_Dev,0.0,,0.022,,,,,,,
151,1020.0,Standard + p.c.(l),4.770,0.8,250.0,0.60,219.1,7.585,2648388.9,2.036
152,1020.0,Standard + p.c.(l),4.720,0.9,250.0,0.60,224.5,7.443,2648388.9,2.003
153,1020.0,Standard + p.c.(l),4.755,1.3,250.0,0.60,215.5,7.537,2648388.9,2.037
#Mean,1020.0,,4.748,,,,,,,
#Std_Dev,0.0,,0.026,,,,,,,
154,1040.0,Standard + p.c.(l),4.788,0.7,250.0,0.60,215.8,7.663,2648388.9,2.033
155,1040.0,Standard + p.c.(l),4.747,0.6,250.0,0.60,218.2,7.659,2648388.9,2.004
156,1040.0,Standard + p.c.(l),4.709,0.6,250.0,0.60,221.4,7.691,2648388.9,2.021
#Mean,1040.0,,4.748,,,,,,,
#Std_Dev,0.0,,0.040,,,,,,,
157,1060.0,Standard + p.c.(l),4.816,0.6,250.0,0.60,215.2,7.782,2648388.9,1.88
158,1060.0,Standard + p.c.(l),4.783,0.6,250.0,0.60,217.6,7.741,2648388.9,1.885
159,1060.0,Standard + p.c.(l),4.702,0.6,250.0,0.60,218.7,7.954,2648388.9,1.863
#Mean,1060.0,,4.767,,,,,,,
#Std_Dev,0.0,,0.058,,,,,,,
160,1080.0,Standard + p.c.(l),4.822,0.6,250.0,0.60,213.8,8.111,2648388.9,2.056
161,1080.0,Standard + p.c.(l),4.782,0.6,250.0,0.60,215.3,8.099,2648388.9,1.878
162,1080.0,Standard + p.c.(l),4.784,0.6,250.0,0.60,213.9,8.15,2648388.9,2.044
#Mean,1080.0,,4.796,,,,,,,
#Std_Dev,0.0,,0.022,,,,,,,
163,1100.0,Standard + p.c.(l),4.751,0.5,250.0,0.60,215.9,8.154,2648388.9,2.021
164,1100.0,Standard + p.c.(l),4.784,0.6,250.0,0.60,214.1,8.315,2648388.9,2.076
165,1100.0,Standard + p.c.(l),4.768,1.0,250.0,0.60,212.4,7.165,2287380.1,1.872
#Mean,1100.0,,4.768,,,,,,,
#Std_Dev,0.0,,0.017,,,,,,,
166,1120.0,Standard + p.c.(l),4.772,0.5,250.0,0.60,215.1,7.462,2287380.1,1.876
167,1120.0,Standard + p.c.(l),4.807,0.6,250.0,0.60,212.0,7.415,2287380.1,1.871
168,1120.0,Standard + p.c.(l),4.833,0.6,250.0,0.60,211.4,7.368,2287380.1,2.061
#Mean,1120.0,,4.804,,,,,,,
#Std_Dev,0.0,,0.031,,,,,,,
169,1140.0,Standard + p.c.(l),4.789,0.5,250.0,0.60,212.2,7.692,2287380.1,1.894
170,1140.0,Standard + p.c.(l),4.809,0.6,250.0,0.60,211.3,7.882,2287380.1,1.908
171,1140.0,Standard + p.c.(l),4.830,0.6,250.0,0.60,210.5,7.748,2287380.1,1.858
#Mean,1140.0,,4.809,,,,,,,
#Std_Dev,0.0,,0.020,,,,,,,
172,1160.0,Standard + p.c.(l),4.874,0.6,250.0,0.60,208.6,8.108,2287380.1,1.888
173,1160.0,Standard + p.c.(l),4.905,0.5,250.0,0.60,208.3,7.995,2287380.1,2.08
174,1160.0,Standard + p.c.(l),4.888,0.5,250.0,0.60,208.6,8.01,2287380.1,1.871
